--- Sheet: Cover & Instructions ---
AA-TC-00503,AA-US-005,Edge - Award Cap Breach / Sub-Judice Block / Concurrent Hearing Change / Classification Override Attempt,Award amount exceeds cap. Active Legal Case on Appeal. Multiple users change hearing date simultaneously. Attempt to edit classification post-creation.,"1. Enter Award amount > cap and attempt save.
2. Try to pass final decision on sub-judice Appeal without override.
3. Simulate concurrent hearing date changes.
4. Attempt classification change after Save & Proceed.",Award amount = 3000001. Active Legal Case record linked. Two AA users editing same hearing at same time.,Clear validation error for cap breach. Sub-judice banner + block with override reason prompt. Concurrent changes handled safely (last write wins or conflict message). Classification change rejected (immutable). All attempts logged.,Edge
AA-TC-00504,AA-US-005,Edge - Advisory Workflow + RE Response + Cap Validation + Bulk Close + Reopen,AA issues Advisory. RE responds (Complied/Not Complied). Award amount near cap. AA Reviewer bulk-closes Representations. AA Admin reopens a closed Appeal.,"1. Issue Advisory and verify RE notification + deadline tracking.
2. Simulate RE Complied/Not Complied response.
3. Enter Award amount at cap boundary.
4. Bulk close 5 Representations and verify notifications.
5. Reopen closed Appeal and verify auto-assignment + history retention.",Advisory with 10-day response deadline. RE response 'Complied'. Award amount = exactly 30L. 5 open Representations. Closed Appeal from previous scheme.,Advisory status updates correctly; drives workflow. Cap validation passes at boundary. Bulk close succeeds with correct templates and notifications. Reopened Appeal auto-assigned to AA DO with full previous history visible and immutable. All actions audited.,Edge
AA-TC-00601,AA-US-006,"Happy Path - As an AA Reviewer, I want milestone-based edit access (...",User logged in with correct role via Kavach. Parent closed complaint or master data exists. Services available.,"1. Perform primary action (search parent, create with classification, route, issue Advisory, enter Award, schedule Hearing, bulk close, etc.).
2. Complete mandatory fields and submit.
3. Verify classification badge, NO Record creation, routing, notifications, history, cap validation, PDF generation, etc.",Closed parent complaint with known closure clause. Active users for routing. Valid hearing date in future. Award amount within caps.,Action succeeds. Correct immutable classification and badge. NO Record auto-created. Routing/notification/history correct. Caps enforced. PDF generated on closure. All audit complete.,Positive
AA-TC-00602,AA-US-006,Negative - Unauthorized Role or Attempt to Change Immutable Classification,"Logged in as role without permission (e.g., AA DO trying Close milestone, AA Admin trying to edit content) or attempting to change Appeal/Representation classification after creation.","1. Login as unauthorized role.
2. Attempt restricted action or edit classification field.
3. Observe blocking (button hidden, field read-only, validation error).
4. Check audit log.",Existing Appeal/Representation record. Lower-privilege test user.,Action blocked with clear message. Classification field not editable. No status/content change. Attempt logged.,Negative
AA-TC-00603,AA-US-006,Edge - Award Cap Breach / Sub-Judice Block / Concurrent Hearing Change / Classification Override Attempt,Award amount exceeds cap. Active Legal Case on Appeal. Multiple users change hearing date simultaneously. Attempt to edit classification post-creation.,"1. Enter Award amount > cap and attempt save.
2. Try to pass final decision on sub-judice Appeal without override.
3. Simulate concurrent hearing date changes.
4. Attempt classification change after Save & Proceed.",Award amount = 3000001. Active Legal Case record linked. Two AA users editing same hearing at same time.,Clear validation error for cap breach. Sub-judice banner + block with override reason prompt. Concurrent changes handled safely (last write wins or conflict message). Classification change rejected (immutable). All attempts logged.,Edge
AA-TC-00604,AA-US-006,Edge - Advisory Workflow + RE Response + Cap Validation + Bulk Close + Reopen,AA issues Advisory. RE responds (Complied/Not Complied). Award amount near cap. AA Reviewer bulk-closes Representations. AA Admin reopens a closed Appeal.,"1. Issue Advisory and verify RE notification + deadline tracking.
2. Simulate RE Complied/Not Complied response.
3. Enter Award amount at cap boundary.
4. Bulk close 5 Representations and verify notifications.
5. Reopen closed Appeal and verify auto-assignment + history retention.",Advisory with 10-day response deadline. RE response 'Complied'. Award amount = exactly 30L. 5 open Representations. Closed Appeal from previous scheme.,Advisory status updates correctly; drives workflow. Cap validation passes at boundary. Bulk close succeeds with correct templates and notifications. Reopened Appeal auto-assigned to AA DO with full previous history visible and immutable. All actions audited.,Edge
AA-TC-00701,AA-US-007,"Happy Path - As an AA Secretariat, I want milestone-based edit acces...",User logged in with correct role via Kavach. Parent closed complaint or master data exists. Services available.,"1. Perform primary action (search parent, create with classification, route, issue Advisory, enter Award, schedule Hearing, bulk close, etc.).
2. Complete mandatory fields and submit.
3. Verify classification badge, NO Record creation, routing, notifications, history, cap validation, PDF generation, etc.",Closed parent complaint with known closure clause. Active users for routing. Valid hearing date in future. Award amount within caps.,Action succeeds. Correct immutable classification and badge. NO Record auto-created. Routing/notification/history correct. Caps enforced. PDF generated on closure. All audit complete.,Positive
AA-TC-00702,AA-US-007,Negative - Unauthorized Role or Attempt to Change Immutable Classification,"Logged in as role without permission (e.g., AA DO trying Close milestone, AA Admin trying to edit content) or attempting to change Appeal/Representation classification after creation.","1. Login as unauthorized role.
2. Attempt restricted action or edit classification field.
3. Observe blocking (button hidden, field read-only, validation error).
4. Check audit log.",Existing Appeal/Representation record. Lower-privilege test user.,Action blocked with clear message. Classification field not editable. No status/content change. Attempt logged.,Negative
AA-TC-00703,AA-US-007,Edge - Award Cap Breach / Sub-Judice Block / Concurrent Hearing Change / Classification Override Attempt,Award amount exceeds cap. Active Legal Case on Appeal. Multiple users change hearing date simultaneously. Attempt to edit classification post-creation.,"1. Enter Award amount > cap and attempt save.
2. Try to pass final decision on sub-judice Appeal without override.
3. Simulate concurrent hearing date changes.
4. Attempt classification change after Save & Proceed.",Award amount = 3000001. Active Legal Case record linked. Two AA users editing same hearing at same time.,Clear validation error for cap breach. Sub-judice banner + block with override reason prompt. Concurrent changes handled safely (last write wins or conflict message). Classification change rejected (immutable). All attempts logged.,Edge
AA-TC-00704,AA-US-007,Edge - Advisory Workflow + RE Response + Cap Validation + Bulk Close + Reopen,AA issues Advisory. RE responds (Complied/Not Complied). Award amount near cap. AA Reviewer bulk-closes Representations. AA Admin reopens a closed Appeal.,"1. Issue Advisory and verify RE notification + deadline tracking.
2. Simulate RE Complied/Not Complied response.
3. Enter Award amount at cap boundary.
4. Bulk close 5 Representations and verify notifications.
5. Reopen closed Appeal and verify auto-assignment + history retention.",Advisory with 10-day response deadline. RE response 'Complied'. Award amount = exactly 30L. 5 open Representations. Closed Appeal from previous scheme.,Advisory status updates correctly; drives workflow. Cap validation passes at boundary. Bulk close succeeds with correct templates and notifications. Reopened Appeal auto-assigned to AA DO with full previous history visible and immutable. All actions audited.,Edge
AA-TC-00801,AA-US-008,"Happy Path - As the Appellate Authority, I want milestone-based edit...",User logged in with correct role via Kavach. Parent closed complaint or master data exists. Services available.,"1. Perform primary action (search parent, create with classification, route, issue Advisory, enter Award, schedule Hearing, bulk close, etc.).
2. Complete mandatory fields and submit.
3. Verify classification badge, NO Record creation, routing, notifications, history, cap validation, PDF generation, etc.",Closed parent complaint with known closure clause. Active users for routing. Valid hearing date in future. Award amount within caps.,Action succeeds. Correct immutable classification and badge. NO Record auto-created. Routing/notification/history correct. Caps enforced. PDF generated on closure. All audit complete.,Positive
AA-TC-00802,AA-US-008,Negative - Unauthorized Role or Attempt to Change Immutable Classification,"Logged in as role without permission (e.g., AA DO trying Close milestone, AA Admin trying to edit content) or attempting to change Appeal/Representation classification after creation.","1. Login as unauthorized role.
2. Attempt restricted action or edit classification field.
3. Observe blocking (button hidden, field read-only, validation error).
4. Check audit log.",Existing Appeal/Representation record. Lower-privilege test user.,Action blocked with clear message. Classification field not editable. No status/content change. Attempt logged.,Negative
AA-TC-00803,AA-US-008,Edge - Award Cap Breach / Sub-Judice Block / Concurrent Hearing Change / Classification Override Attempt,Award amount exceeds cap. Active Legal Case on Appeal. Multiple users change hearing date simultaneously. Attempt to edit classification post-creation.,"1. Enter Award amount > cap and attempt save.
2. Try to pass final decision on sub-judice Appeal without override.
3. Simulate concurrent hearing date changes.
4. Attempt classification change after Save & Proceed.",Award amount = 3000001. Active Legal Case record linked. Two AA users editing same hearing at same time.,Clear validation error for cap breach. Sub-judice banner + block with override reason prompt. Concurrent changes handled safely (last write wins or conflict message). Classification change rejected (immutable). All attempts logged.,Edge
AA-TC-00804,AA-US-008,Edge - Advisory Workflow + RE Response + Cap Validation + Bulk Close + Reopen,AA issues Advisory. RE responds (Complied/Not Complied). Award amount near cap. AA Reviewer bulk-closes Representations. AA Admin reopens a closed Appeal.,"1. Issue Advisory and verify RE notification + deadline tracking.
2. Simulate RE Complied/Not Complied response.
3. Enter Award amount at cap boundary.
4. Bulk close 5 Representations and verify notifications.
5. Reopen closed Appeal and verify auto-assignment + history retention.",Advisory with 10-day response deadline. RE response 'Complied'. Award amount = exactly 30L. 5 open Representations. Closed Appeal from previous scheme.,Advisory status updates correctly; drives workflow. Cap validation passes at boundary. Bulk close succeeds with correct templates and notifications. Reopened Appeal auto-assigned to AA DO with full previous history visible and immutable. All actions audited.,Edge
AA-TC-00901,AA-US-009,"Happy Path - As an AA Admin, I want to reassign any Appeal/Represent...",User logged in with correct role via Kavach. Parent closed complaint or master data exists. Services available.,"1. Perform primary action (search parent, create with classification, route, issue Advisory, enter Award, schedule Hearing, bulk close, etc.).
2. Complete mandatory fields and submit.
3. Verify classification badge, NO Record creation, routing, notifications, history, cap validation, PDF generation, etc.",Closed parent complaint with known closure clause. Active users for routing. Valid hearing date in future. Award amount within caps.,Action succeeds. Correct immutable classification and badge. NO Record auto-created. Routing/notification/history correct. Caps enforced. PDF generated on closure. All audit complete.,Positive
AA-TC-00902,AA-US-009,Negative - Unauthorized Role or Attempt to Change Immutable Classification,"Logged in as role without permission (e.g., AA DO trying Close milestone, AA Admin trying to edit content) or attempting to change Appeal/Representation classification after creation.","1. Login as unauthorized role.
2. Attempt restricted action or edit classification field.
3. Observe blocking (button hidden, field read-only, validation error).
4. Check audit log.",Existing Appeal/Representation record. Lower-privilege test user.,Action blocked with clear message. Classification field not editable. No status/content change. Attempt logged.,Negative
AA-TC-00903,AA-US-009,Edge - Award Cap Breach / Sub-Judice Block / Concurrent Hearing Change / Classification Override Attempt,Award amount exceeds cap. Active Legal Case on Appeal. Multiple users change hearing date simultaneously. Attempt to edit classification post-creation.,"1. Enter Award amount > cap and attempt save.
2. Try to pass final decision on sub-judice Appeal without override.
3. Simulate concurrent hearing date changes.
4. Attempt classification change after Save & Proceed.",Award amount = 3000001. Active Legal Case record linked. Two AA users editing same hearing at same time.,Clear validation error for cap breach. Sub-judice banner + block with override reason prompt. Concurrent changes handled safely (last write wins or conflict message). Classification change rejected (immutable). All attempts logged.,Edge
AA-TC-00904,AA-US-009,Edge - Advisory Workflow + RE Response + Cap Validation + Bulk Close + Reopen,AA issues Advisory. RE responds (Complied/Not Complied). Award amount near cap. AA Reviewer bulk-closes Representations. AA Admin reopens a closed Appeal.,"1. Issue Advisory and verify RE notification + deadline tracking.
2. Simulate RE Complied/Not Complied response.
3. Enter Award amount at cap boundary.
4. Bulk close 5 Representations and verify notifications.
5. Reopen closed Appeal and verify auto-assignment + history retention.",Advisory with 10-day response deadline. RE response 'Complied'. Award amount = exactly 30L. 5 open Representations. Closed Appeal from previous scheme.,Advisory status updates correctly; drives workflow. Cap validation passes at boundary. Bulk close succeeds with correct templates and notifications. Reopened Appeal auto-assigned to AA DO with full previous history visible and immutable. All actions audited.,Edge
AA-TC-01001,AA-US-010,"Happy Path - As a PNO, I want to create new Appeals for closed/reope...",User logged in with correct role via Kavach. Parent closed complaint or master data exists. Services available.,"1. Perform primary action (search parent, create with classification, route, issue Advisory, enter Award, schedule Hearing, bulk close, etc.).
2. Complete mandatory fields and submit.
3. Verify classification badge, NO Record creation, routing, notifications, history, cap validation, PDF generation, etc.",Closed parent complaint with known closure clause. Active users for routing. Valid hearing date in future. Award amount within caps.,Action succeeds. Correct immutable classification and badge. NO Record auto-created. Routing/notification/history correct. Caps enforced. PDF generated on closure. All audit complete.,Positive
AA-TC-01002,AA-US-010,Negative - Unauthorized Role or Attempt to Change Immutable Classification,"Logged in as role without permission (e.g., AA DO trying Close milestone, AA Admin trying to edit content) or attempting to change Appeal/Representation classification after creation.","1. Login as unauthorized role.
2. Attempt restricted action or edit classification field.
3. Observe blocking (button hidden, field read-only, validation error).
4. Check audit log.",Existing Appeal/Representation record. Lower-privilege test user.,Action blocked with clear message. Classification field not editable. No status/content change. Attempt logged.,Negative
AA-TC-01003,AA-US-010,Edge - Award Cap Breach / Sub-Judice Block / Concurrent Hearing Change / Classification Override Attempt,Award amount exceeds cap. Active Legal Case on Appeal. Multiple users change hearing date simultaneously. Attempt to edit classification post-creation.,"1. Enter Award amount > cap and attempt save.
2. Try to pass final decision on sub-judice Appeal without override.
3. Simulate concurrent hearing date changes.
4. Attempt classification change after Save & Proceed.",Award amount = 3000001. Active Legal Case record linked. Two AA users editing same hearing at same time.,Clear validation error for cap breach. Sub-judice banner + block with override reason prompt. Concurrent changes handled safely (last write wins or conflict message). Classification change rejected (immutable). All attempts logged.,Edge
AA-TC-01004,AA-US-010,Edge - Advisory Workflow + RE Response + Cap Validation + Bulk Close + Reopen,AA issues Advisory. RE responds (Complied/Not Complied). Award amount near cap. AA Reviewer bulk-closes Representations. AA Admin reopens a closed Appeal.,"1. Issue Advisory and verify RE notification + deadline tracking.
2. Simulate RE Complied/Not Complied response.
3. Enter Award amount at cap boundary.
4. Bulk close 5 Representations and verify notifications.
5. Reopen closed Appeal and verify auto-assignment + history retention.",Advisory with 10-day response deadline. RE response 'Complied'. Award amount = exactly 30L. 5 open Representations. Closed Appeal from previous scheme.,Advisory status updates correctly; drives workflow. Cap validation passes at boundary. Bulk close succeeds with correct templates and notifications. Reopened Appeal auto-assigned to AA DO with full previous history visible and immutable. All actions audited.,Edge
AA-TC-01101,AA-US-011,"Happy Path - As the AA or AA Secretariat, I want to issue a formal A...",User logged in with correct role via Kavach. Parent closed complaint or master data exists. Services available.,"1. Perform primary action (search parent, create with classification, route, issue Advisory, enter Award, schedule Hearing, bulk close, etc.).
2. Complete mandatory fields and submit.
3. Verify classification badge, NO Record creation, routing, notifications, history, cap validation, PDF generation, etc.",Closed parent complaint with known closure clause. Active users for routing. Valid hearing date in future. Award amount within caps.,Action succeeds. Correct immutable classification and badge. NO Record auto-created. Routing/notification/history correct. Caps enforced. PDF generated on closure. All audit complete.,Positive
AA-TC-01102,AA-US-011,Negative - Unauthorized Role or Attempt to Change Immutable Classification,"Logged in as role without permission (e.g., AA DO trying Close milestone, AA Admin trying to edit content) or attempting to change Appeal/Representation classification after creation.","1. Login as unauthorized role.
2. Attempt restricted action or edit classification field.
3. Observe blocking (button hidden, field read-only, validation error).
4. Check audit log.",Existing Appeal/Representation record. Lower-privilege test user.,Action blocked with clear message. Classification field not editable. No status/content change. Attempt logged.,Negative
AA-TC-01103,AA-US-011,Edge - Award Cap Breach / Sub-Judice Block / Concurrent Hearing Change / Classification Override Attempt,Award amount exceeds cap. Active Legal Case on Appeal. Multiple users change hearing date simultaneously. Attempt to edit classification post-creation.,"1. Enter Award amount > cap and attempt save.
2. Try to pass final decision on sub-judice Appeal without override.
3. Simulate concurrent hearing date changes.
4. Attempt classification change after Save & Proceed.",Award amount = 3000001. Active Legal Case record linked. Two AA users editing same hearing at same time.,Clear validation error for cap breach. Sub-judice banner + block with override reason prompt. Concurrent changes handled safely (last write wins or conflict message). Classification change rejected (immutable). All attempts logged.,Edge
AA-TC-01104,AA-US-011,Edge - Advisory Workflow + RE Response + Cap Validation + Bulk Close + Reopen,AA issues Advisory. RE responds (Complied/Not Complied). Award amount near cap. AA Reviewer bulk-closes Representations. AA Admin reopens a closed Appeal.,"1. Issue Advisory and verify RE notification + deadline tracking.
2. Simulate RE Complied/Not Complied response.
3. Enter Award amount at cap boundary.
4. Bulk close 5 Representations and verify notifications.
5. Reopen closed Appeal and verify auto-assignment + history retention.",Advisory with 10-day response deadline. RE response 'Complied'. Award amount = exactly 30L. 5 open Representations. Closed Appeal from previous scheme.,Advisory status updates correctly; drives workflow. Cap validation passes at boundary. Bulk close succeeds with correct templates and notifications. Reopened Appeal auto-assigned to AA DO with full previous history visible and immutable. All actions audited.,Edge
AA-TC-01201,AA-US-012,"Happy Path - As the Appellate Authority, I want Award amount validat...",User logged in with correct role via Kavach. Parent closed complaint or master data exists. Services available.,"1. Perform primary action (search parent, create with classification, route, issue Advisory, enter Award, schedule Hearing, bulk close, etc.).
2. Complete mandatory fields and submit.
3. Verify classification badge, NO Record creation, routing, notifications, history, cap validation, PDF generation, etc.",Closed parent complaint with known closure clause. Active users for routing. Valid hearing date in future. Award amount within caps.,Action succeeds. Correct immutable classification and badge. NO Record auto-created. Routing/notification/history correct. Caps enforced. PDF generated on closure. All audit complete.,Positive
AA-TC-01202,AA-US-012,Negative - Unauthorized Role or Attempt to Change Immutable Classification,"Logged in as role without permission (e.g., AA DO trying Close milestone, AA Admin trying to edit content) or attempting to change Appeal/Representation classification after creation.","1. Login as unauthorized role.
2. Attempt restricted action or edit classification field.
3. Observe blocking (button hidden, field read-only, validation error).
4. Check audit log.",Existing Appeal/Representation record. Lower-privilege test user.,Action blocked with clear message. Classification field not editable. No status/content change. Attempt logged.,Negative
AA-TC-01203,AA-US-012,Edge - Award Cap Breach / Sub-Judice Block / Concurrent Hearing Change / Classification Override Attempt,Award amount exceeds cap. Active Legal Case on Appeal. Multiple users change hearing date simultaneously. Attempt to edit classification post-creation.,"1. Enter Award amount > cap and attempt save.
2. Try to pass final decision on sub-judice Appeal without override.
3. Simulate concurrent hearing date changes.
4. Attempt classification change after Save & Proceed.",Award amount = 3000001. Active Legal Case record linked. Two AA users editing same hearing at same time.,Clear validation error for cap breach. Sub-judice banner + block with override reason prompt. Concurrent changes handled safely (last write wins or conflict message). Classification change rejected (immutable). All attempts logged.,Edge
AA-TC-01204,AA-US-012,Edge - Advisory Workflow + RE Response + Cap Validation + Bulk Close + Reopen,AA issues Advisory. RE responds (Complied/Not Complied). Award amount near cap. AA Reviewer bulk-closes Representations. AA Admin reopens a closed Appeal.,"1. Issue Advisory and verify RE notification + deadline tracking.
2. Simulate RE Complied/Not Complied response.
3. Enter Award amount at cap boundary.
4. Bulk close 5 Representations and verify notifications.
5. Reopen closed Appeal and verify auto-assignment + history retention.",Advisory with 10-day response deadline. RE response 'Complied'. Award amount = exactly 30L. 5 open Representations. Closed Appeal from previous scheme.,Advisory status updates correctly; drives workflow. Cap validation passes at boundary. Bulk close succeeds with correct templates and notifications. Reopened Appeal auto-assigned to AA DO with full previous history visible and immutable. All actions audited.,Edge
AA-TC-01301,AA-US-013,"Happy Path - As an AA DO, AA Secretariat or AA, I want enhanced Hear...",User logged in with correct role via Kavach. Parent closed complaint or master data exists. Services available.,"1. Perform primary action (search parent, create with classification, route, issue Advisory, enter Award, schedule Hearing, bulk close, etc.).
2. Complete mandatory fields and submit.
3. Verify classification badge, NO Record creation, routing, notifications, history, cap validation, PDF generation, etc.",Closed parent complaint with known closure clause. Active users for routing. Valid hearing date in future. Award amount within caps.,Action succeeds. Correct immutable classification and badge. NO Record auto-created. Routing/notification/history correct. Caps enforced. PDF generated on closure. All audit complete.,Positive
AA-TC-01302,AA-US-013,Negative - Unauthorized Role or Attempt to Change Immutable Classification,"Logged in as role without permission (e.g., AA DO trying Close milestone, AA Admin trying to edit content) or attempting to change Appeal/Representation classification after creation.","1. Login as unauthorized role.
2. Attempt restricted action or edit classification field.
3. Observe blocking (button hidden, field read-only, validation error).
4. Check audit log.",Existing Appeal/Representation record. Lower-privilege test user.,Action blocked with clear message. Classification field not editable. No status/content change. Attempt logged.,Negative
AA-TC-01303,AA-US-013,Edge - Award Cap Breach / Sub-Judice Block / Concurrent Hearing Change / Classification Override Attempt,Award amount exceeds cap. Active Legal Case on Appeal. Multiple users change hearing date simultaneously. Attempt to edit classification post-creation.,"1. Enter Award amount > cap and attempt save.
2. Try to pass final decision on sub-judice Appeal without override.
3. Simulate concurrent hearing date changes.
4. Attempt classification change after Save & Proceed.",Award amount = 3000001. Active Legal Case record linked. Two AA users editing same hearing at same time.,Clear validation error for cap breach. Sub-judice banner + block with override reason prompt. Concurrent changes handled safely (last write wins or conflict message). Classification change rejected (immutable). All attempts logged.,Edge
AA-TC-01304,AA-US-013,Edge - Advisory Workflow + RE Response + Cap Validation + Bulk Close + Reopen,AA issues Advisory. RE responds (Complied/Not Complied). Award amount near cap. AA Reviewer bulk-closes Representations. AA Admin reopens a closed Appeal.,"1. Issue Advisory and verify RE notification + deadline tracking.
2. Simulate RE Complied/Not Complied response.
3. Enter Award amount at cap boundary.
4. Bulk close 5 Representations and verify notifications.
5. Reopen closed Appeal and verify auto-assignment + history retention.",Advisory with 10-day response deadline. RE response 'Complied'. Award amount = exactly 30L. 5 open Representations. Closed Appeal from previous scheme.,Advisory status updates correctly; drives workflow. Cap validation passes at boundary. Bulk close succeeds with correct templates and notifications. Reopened Appeal auto-assigned to AA DO with full previous history visible and immutable. All actions audited.,Edge
AA-TC-01401,AA-US-014,"Happy Path - As any AA role (except Admin), I want a Legal Cases tab...",User logged in with correct role via Kavach. Parent closed complaint or master data exists. Services available.,"1. Perform primary action (search parent, create with classification, route, issue Advisory, enter Award, schedule Hearing, bulk close, etc.).
2. Complete mandatory fields and submit.
3. Verify classification badge, NO Record creation, routing, notifications, history, cap validation, PDF generation, etc.",Closed parent complaint with known closure clause. Active users for routing. Valid hearing date in future. Award amount within caps.,Action succeeds. Correct immutable classification and badge. NO Record auto-created. Routing/notification/history correct. Caps enforced. PDF generated on closure. All audit complete.,Positive
AA-TC-01402,AA-US-014,Negative - Unauthorized Role or Attempt to Change Immutable Classification,"Logged in as role without permission (e.g., AA DO trying Close milestone, AA Admin trying to edit content) or attempting to change Appeal/Representation classification after creation.","1. Login as unauthorized role.
2. Attempt restricted action or edit classification field.
3. Observe blocking (button hidden, field read-only, validation error).
4. Check audit log.",Existing Appeal/Representation record. Lower-privilege test user.,Action blocked with clear message. Classification field not editable. No status/content change. Attempt logged.,Negative
AA-TC-01403,AA-US-014,Edge - Award Cap Breach / Sub-Judice Block / Concurrent Hearing Change / Classification Override Attempt,Award amount exceeds cap. Active Legal Case on Appeal. Multiple users change hearing date simultaneously. Attempt to edit classification post-creation.,"1. Enter Award amount > cap and attempt save.
2. Try to pass final decision on sub-judice Appeal without override.
3. Simulate concurrent hearing date changes.
4. Attempt classification change after Save & Proceed.",Award amount = 3000001. Active Legal Case record linked. Two AA users editing same hearing at same time.,Clear validation error for cap breach. Sub-judice banner + block with override reason prompt. Concurrent changes handled safely (last write wins or conflict message). Classification change rejected (immutable). All attempts logged.,Edge
AA-TC-01404,AA-US-014,Edge - Advisory Workflow + RE Response + Cap Validation + Bulk Close + Reopen,AA issues Advisory. RE responds (Complied/Not Complied). Award amount near cap. AA Reviewer bulk-closes Representations. AA Admin reopens a closed Appeal.,"1. Issue Advisory and verify RE notification + deadline tracking.
2. Simulate RE Complied/Not Complied response.
3. Enter Award amount at cap boundary.
4. Bulk close 5 Representations and verify notifications.
5. Reopen closed Appeal and verify auto-assignment + history retention.",Advisory with 10-day response deadline. RE response 'Complied'. Award amount = exactly 30L. 5 open Representations. Closed Appeal from previous scheme.,Advisory status updates correctly; drives workflow. Cap validation passes at boundary. Bulk close succeeds with correct templates and notifications. Reopened Appeal auto-assigned to AA DO with full previous history visible and immutable. All actions audited.,Edge
AA-TC-01501,AA-US-015,"Happy Path - As an AA DO or AA Secretariat, I want to send an Appeal...",User logged in with correct role via Kavach. Parent closed complaint or master data exists. Services available.,"1. Perform primary action (search parent, create with classification, route, issue Advisory, enter Award, schedule Hearing, bulk close, etc.).
2. Complete mandatory fields and submit.
3. Verify classification badge, NO Record creation, routing, notifications, history, cap validation, PDF generation, etc.",Closed parent complaint with known closure clause. Active users for routing. Valid hearing date in future. Award amount within caps.,Action succeeds. Correct immutable classification and badge. NO Record auto-created. Routing/notification/history correct. Caps enforced. PDF generated on closure. All audit complete.,Positive
AA-TC-01502,AA-US-015,Negative - Unauthorized Role or Attempt to Change Immutable Classification,"Logged in as role without permission (e.g., AA DO trying Close milestone, AA Admin trying to edit content) or attempting to change Appeal/Representation classification after creation.","1. Login as unauthorized role.
2. Attempt restricted action or edit classification field.
3. Observe blocking (button hidden, field read-only, validation error).
4. Check audit log.",Existing Appeal/Representation record. Lower-privilege test user.,Action blocked with clear message. Classification field not editable. No status/content change. Attempt logged.,Negative
AA-TC-01503,AA-US-015,Edge - Award Cap Breach / Sub-Judice Block / Concurrent Hearing Change / Classification Override Attempt,Award amount exceeds cap. Active Legal Case on Appeal. Multiple users change hearing date simultaneously. Attempt to edit classification post-creation.,"1. Enter Award amount > cap and attempt save.
2. Try to pass final decision on sub-judice Appeal without override.
3. Simulate concurrent hearing date changes.
4. Attempt classification change after Save & Proceed.",Award amount = 3000001. Active Legal Case record linked. Two AA users editing same hearing at same time.,Clear validation error for cap breach. Sub-judice banner + block with override reason prompt. Concurrent changes handled safely (last write wins or conflict message). Classification change rejected (immutable). All attempts logged.,Edge
AA-TC-01504,AA-US-015,Edge - Advisory Workflow + RE Response + Cap Validation + Bulk Close + Reopen,AA issues Advisory. RE responds (Complied/Not Complied). Award amount near cap. AA Reviewer bulk-closes Representations. AA Admin reopens a closed Appeal.,"1. Issue Advisory and verify RE notification + deadline tracking.
2. Simulate RE Complied/Not Complied response.
3. Enter Award amount at cap boundary.
4. Bulk close 5 Representations and verify notifications.
5. Reopen closed Appeal and verify auto-assignment + history retention.",Advisory with 10-day response deadline. RE response 'Complied'. Award amount = exactly 30L. 5 open Representations. Closed Appeal from previous scheme.,Advisory status updates correctly; drives workflow. Cap validation passes at boundary. Bulk close succeeds with correct templates and notifications. Reopened Appeal auto-assigned to AA DO with full previous history visible and immutable. All actions audited.,Edge
AA-TC-01601,AA-US-016,"Happy Path - As an AA Reviewer, I want to bulk-close multiple Repres...",User logged in with correct role via Kavach. Parent closed complaint or master data exists. Services available.,"1. Perform primary action (search parent, create with classification, route, issue Advisory, enter Award, schedule Hearing, bulk close, etc.).
2. Complete mandatory fields and submit.
3. Verify classification badge, NO Record creation, routing, notifications, history, cap validation, PDF generation, etc.",Closed parent complaint with known closure clause. Active users for routing. Valid hearing date in future. Award amount within caps.,Action succeeds. Correct immutable classification and badge. NO Record auto-created. Routing/notification/history correct. Caps enforced. PDF generated on closure. All audit complete.,Positive
AA-TC-01602,AA-US-016,Negative - Unauthorized Role or Attempt to Change Immutable Classification,"Logged in as role without permission (e.g., AA DO trying Close milestone, AA Admin trying to edit content) or attempting to change Appeal/Representation classification after creation.","1. Login as unauthorized role.
2. Attempt restricted action or edit classification field.
3. Observe blocking (button hidden, field read-only, validation error).
4. Check audit log.",Existing Appeal/Representation record. Lower-privilege test user.,Action blocked with clear message. Classification field not editable. No status/content change. Attempt logged.,Negative
AA-TC-01603,AA-US-016,Edge - Award Cap Breach / Sub-Judice Block / Concurrent Hearing Change / Classification Override Attempt,Award amount exceeds cap. Active Legal Case on Appeal. Multiple users change hearing date simultaneously. Attempt to edit classification post-creation.,"1. Enter Award amount > cap and attempt save.
2. Try to pass final decision on sub-judice Appeal without override.
3. Simulate concurrent hearing date changes.
4. Attempt classification change after Save & Proceed.",Award amount = 3000001. Active Legal Case record linked. Two AA users editing same hearing at same time.,Clear validation error for cap breach. Sub-judice banner + block with override reason prompt. Concurrent changes handled safely (last write wins or conflict message). Classification change rejected (immutable). All attempts logged.,Edge
